Prekladiste 1: 452 hospod
Prekladiste 2: 524 hospod
Prekladiste 3: 435 hospod
Prekladiste 4: 534 hospod
Prekladiste 5: 490 hospod
Prekladiste 6: 429 hospod
Prekladiste 7: 434 hospod
Prekladiste 8: 502 hospod
Prekladiste soucet: 3800
Pivovar: 200
Prekladiste 4002 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=1, id=20]
Auto 176 patrici prekladisti 7 vyklada v case: den 0 10:46 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=2919]
Auto 164 patrici prekladisti 6 vyklada v case: den 0 10:46 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=315]
Auto 119 patrici prekladisti 3 vyklada v case: den 0 10:46 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=1390]
Auto 18 patrici prekladisti 1 vyklada v case: den 0 10:46 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=1938]
Auto 17 patrici prekladisti 1 vyklada v case: den 0 10:46 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=1886]
Auto 183 patrici prekladisti 7 vyklada v case: den 0 10:47 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=2002]
Auto 149 patrici prekladisti 5 vyklada v case: den 0 10:47 Objednavka: [den=0, cas=den 0 0:0, objem=6, id=1719]
Auto 110 patrici prekladisti 3 vyklada v case: den 0 10:47 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=2011]
Auto 102 patrici prekladisti 2 vyklada v case: den 0 10:47 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=2850]
Auto 33 patrici prekladisti 5 vyklada v case: den 0 10:47 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=3093]
Auto 25 patrici prekladisti 3 vyklada v case: den 0 10:47 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=1982]
Auto 12 patrici prekladisti 0 vyklada v case: den 0 10:47 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=1545]
Auto 168 patrici prekladisti 7 vyklada v case: den 0 10:48 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=817]
Auto 166 patrici prekladisti 6 vyklada v case: den 0 10:48 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=589]
Auto 161 patrici prekladisti 6 vyklada v case: den 0 10:48 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=2471]
Auto 155 patrici prekladisti 6 vyklada v case: den 0 10:48 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=1871]
Auto 115 patrici prekladisti 3 vyklada v case: den 0 10:48 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=3852]
Auto 101 patrici prekladisti 2 vyklada v case: den 0 10:48 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=840]
Auto 97 patrici prekladisti 2 vyklada v case: den 0 10:48 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=55]
Auto 61 patrici prekladisti 0 vyklada v case: den 0 10:48 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=2289]
Auto 52 patrici prekladisti 0 vyklada v case: den 0 10:48 Objednavka: [den=0, cas=den 0 0:0, objem=6, id=1570]
Auto 9 patrici pivovaru vyklada v case: den 0 10:48 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=2447]
Auto 162 patrici prekladisti 6 vyklada v case: den 0 10:49 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=483]
Auto 158 patrici prekladisti 6 vyklada v case: den 0 10:49 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=1234]
Auto 147 patrici prekladisti 5 vyklada v case: den 0 10:49 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=1105]
Auto 142 patrici prekladisti 5 vyklada v case: den 0 10:49 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=3752]
Auto 99 patrici prekladisti 2 vyklada v case: den 0 10:49 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=125]
Auto 94 patrici prekladisti 2 vyklada v case: den 0 10:49 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=2046]
Auto 34 patrici prekladisti 5 vyklada v case: den 0 10:49 Objednavka: [den=0, cas=den 0 0:0, objem=6, id=2512]
Auto 19 patrici prekladisti 2 vyklada v case: den 0 10:49 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=45]
Auto 134 patrici prekladisti 4 vyklada v case: den 0 10:50 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=2881]
Auto 105 patrici prekladisti 3 vyklada v case: den 0 10:50 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=3297]
Auto 95 patrici prekladisti 2 vyklada v case: den 0 10:50 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=2823]
Auto 90 patrici prekladisti 2 vyklada v case: den 0 10:50 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=1443]
Auto 88 patrici prekladisti 2 vyklada v case: den 0 10:50 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=3356]
Auto 73 patrici prekladisti 1 vyklada v case: den 0 10:50 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=2502]
Auto 3 patrici prekladisti 2 vyklada v case: den 0 10:50 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=1877]
Auto 184 patrici prekladisti 7 vyklada v case: den 0 10:51 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=3006]
Auto 138 patrici prekladisti 4 vyklada v case: den 0 10:51 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=3577]
Auto 69 patrici prekladisti 1 vyklada v case: den 0 10:51 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=858]
Auto 38 patrici prekladisti 6 vyklada v case: den 0 10:51 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=2575]
Auto 153 patrici prekladisti 6 vyklada v case: den 0 10:52 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=3711]
Auto 146 patrici prekladisti 5 vyklada v case: den 0 10:52 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=3139]
Auto 78 patrici prekladisti 1 vyklada v case: den 0 10:52 Objednavka: [den=0, cas=den 0 0:0, objem=6, id=2918]
Auto 47 patrici pivovaru vyklada v case: den 0 10:52 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=3958]
Auto 179 patrici prekladisti 7 vyklada v case: den 0 10:53 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=685]
Auto 118 patrici prekladisti 3 vyklada v case: den 0 10:53 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=63]
Auto 111 patrici prekladisti 3 vyklada v case: den 0 10:53 Objednavka: [den=0, cas=den 0 0:0, objem=6, id=47]
Auto 93 patrici prekladisti 2 vyklada v case: den 0 10:53 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=892]
Auto 55 patrici prekladisti 0 vyklada v case: den 0 10:53 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=470]
Auto 48 patrici pivovaru vyklada v case: den 0 10:53 Objednavka: [den=0, cas=den 0 0:0, objem=6, id=3843]
Auto 21 patrici prekladisti 2 vyklada v case: den 0 10:53 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=770]
Auto 173 patrici prekladisti 7 vyklada v case: den 0 10:54 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=1627]
Auto 109 patrici prekladisti 3 vyklada v case: den 0 10:54 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=2202]
Auto 87 patrici prekladisti 2 vyklada v case: den 0 10:54 Objednavka: [den=0, cas=den 0 0:0, objem=6, id=3441]
Auto 84 patrici prekladisti 1 vyklada v case: den 0 10:54 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=2206]
Auto 40 patrici prekladisti 7 vyklada v case: den 0 10:54 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=2293]
Auto 36 patrici prekladisti 6 vyklada v case: den 0 10:54 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=3750]
Auto 31 patrici prekladisti 4 vyklada v case: den 0 10:55 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=19]
Auto 10 patrici prekladisti 0 vyklada v case: den 0 10:55 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=2597]
Auto 165 patrici prekladisti 6 vyklada v case: den 0 10:56 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=1165]
Auto 98 patrici prekladisti 2 vyklada v case: den 0 10:56 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=3034]
Auto 77 patrici prekladisti 1 vyklada v case: den 0 10:56 Objednavka: [den=0, cas=den 0 0:0, objem=6, id=1192]
Auto 35 patrici prekladisti 5 vyklada v case: den 0 10:56 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=2229]
Auto 16 patrici prekladisti 1 vyklada v case: den 0 10:56 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=2857]
Auto 0 patrici prekladisti 0 vyklada v case: den 0 10:56 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=2156]
Auto 136 patrici prekladisti 4 vyklada v case: den 0 10:57 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=3593]
Auto 116 patrici prekladisti 3 vyklada v case: den 0 10:57 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=2639]
Auto 92 patrici prekladisti 2 vyklada v case: den 0 10:57 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=2336]
Auto 90 patrici prekladisti 2 vyklada v case: den 0 10:57 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=3397]
Auto 62 patrici prekladisti 0 vyklada v case: den 0 10:57 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=2255]
Auto 57 patrici prekladisti 0 vyklada v case: den 0 10:57 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=1473]
Auto 30 patrici prekladisti 4 vyklada v case: den 0 10:57 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=651]
Auto 170 patrici prekladisti 7 vyklada v case: den 0 10:58 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=1141]
Auto 166 patrici prekladisti 6 vyklada v case: den 0 10:58 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=179]
Auto 137 patrici prekladisti 4 vyklada v case: den 0 10:58 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=3892]
Auto 106 patrici prekladisti 3 vyklada v case: den 0 10:58 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=3448]
Auto 73 patrici prekladisti 1 vyklada v case: den 0 10:58 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=2360]
Auto 68 patrici prekladisti 1 vyklada v case: den 0 10:58 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=1484]
Auto 51 patrici pivovaru vyklada v case: den 0 10:58 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=2734]
Auto 13 patrici prekladisti 0 vyklada v case: den 0 10:58 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=1387]
Auto 4 patrici prekladisti 3 vyklada v case: den 0 10:58 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=367]
Auto 180 patrici prekladisti 7 vyklada v case: den 0 10:59 Objednavka: [den=0, cas=den 0 0:0, objem=6, id=715]
Auto 162 patrici prekladisti 6 vyklada v case: den 0 10:59 Objednavka: [den=0, cas=den 0 0:0, objem=6, id=900]
Auto 145 patrici prekladisti 5 vyklada v case: den 0 10:59 Objednavka: [den=0, cas=den 0 0:0, objem=4, id=570]
Auto 144 patrici prekladisti 5 vyklada v case: den 0 10:59 Objednavka: [den=0, cas=den 0 0:0, objem=5, id=3400]
Auto 118 patrici prekladisti 3 vyklada v case: den 0 10:59 Objednavka: [den=0, cas=den 0 0:0, objem=1, id=2917]
Auto 91 patrici prekladisti 2 vyklada v case: den 0 10:59 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=759]
Auto 89 patrici prekladisti 2 vyklada v case: den 0 10:59 Objednavka: [den=0, cas=den 0 0:0, objem=6, id=207]
Auto 81 patrici prekladisti 1 vyklada v case: den 0 10:59 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=1097]
Auto 43 patrici prekladisti 7 vyklada v case: den 0 10:59 Objednavka: [den=0, cas=den 0 0:0, objem=3, id=3305]
Auto 23 patrici prekladisti 2 vyklada v case: den 0 10:59 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=887]
Auto 8 patrici prekladisti 7 vyklada v case: den 0 10:59 Objednavka: [den=0, cas=den 0 0:0, objem=2, id=2053]
Prekladiste 4006 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=2, id=3]
Prekladiste 4003 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=2, id=28]
Prekladiste 4004 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=2, id=30]
Prekladiste 4002 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=3, id=40]
Prekladiste 4005 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=1, id=41]
Prekladiste 4003 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=1, id=43]
Prekladiste 4001 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=5, id=74]
Prekladiste 4001 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=4, id=76]
Prekladiste 4003 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=3, id=81]
Prekladiste 4007 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=3, id=82]
Prekladiste 4005 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=1, id=87]
Prekladiste 4006 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=2, id=90]
Prekladiste 4002 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=3, id=96]
Prekladiste 4008 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=2, id=105]
Prekladiste 4003 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=3, id=111]
Prekladiste 4005 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=1, id=114]
Prekladiste 4003 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=6, id=123]
Prekladiste 4007 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=2, id=126]
Prekladiste 4006 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=2, id=128]
Prekladiste 4005 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=4, id=130]
Prekladiste 4001 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=3, id=138]
Prekladiste 4005 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=3, id=143]
Prekladiste 4001 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=1, id=153]
Prekladiste 4002 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=1, id=158]
Prekladiste 4008 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=4, id=168]
Prekladiste 4001 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=4, id=181]
Prekladiste 4007 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=2, id=191]
Prekladiste 4007 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=2, id=193]
Prekladiste 4001 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=2, id=196]
Prekladiste 4004 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=2, id=199]
Prekladiste 4001 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=2, id=200]
Prekladiste 4003 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=3, id=211]
Prekladiste 4007 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=3, id=216]
Prekladiste 4008 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=2, id=217]
Prekladiste 4004 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=5, id=246]
Prekladiste 4004 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=2, id=248]
Prekladiste 4002 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=1, id=254]
Prekladiste 4004 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=3, id=260]
Prekladiste 4004 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=5, id=264]
Prekladiste 4005 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=3, id=274]
Prekladiste 4002 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=1, id=291]
Prekladiste 4008 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=1, id=299]
Prekladiste 4004 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=3, id=312]
Prekladiste 4006 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=4, id=330]
Prekladiste 4004 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=5, id=341]
Prekladiste 4005 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=4, id=356]
Prekladiste 4008 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=2, id=361]
Prekladiste 4002 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=2, id=366]
Prekladiste 4007 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=3, id=368]
Prekladiste 4002 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=4, id=371]
Prekladiste 4003 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=2, id=374]
Prekladiste 4004 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=4, id=375]
Prekladiste 4003 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=1, id=376]
Prekladiste 4008 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=5, id=385]
Prekladiste 4002 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=3, id=388]
Prekladiste 4007 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=1, id=390]
Prekladiste 4007 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=3, id=401]
Prekladiste 4005 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=2, id=402]
Prekladiste 4002 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=3, id=409]
Prekladiste 4004 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=2, id=425]
Prekladiste 4003 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=6, id=432]
Prekladiste 4002 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=1, id=434]
Prekladiste 4005 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=5, id=436]
Prekladiste 4004 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=1, id=442]
Prekladiste 4004 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=2, id=443]
Prekladiste 4001 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=5, id=459]
Prekladiste 4008 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=5, id=472]
Prekladiste 4001 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=2, id=474]
Prekladiste 4007 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=2, id=477]
Prekladiste 4001 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=3, id=488]
Prekladiste 4004 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=2, id=495]
Prekladiste 4004 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=2, id=499]
Prekladiste 4008 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=2, id=510]
Prekladiste 4004 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=1, id=512]
Prekladiste 4006 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=6, id=520]
Prekladiste 4003 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=3, id=523]
Prekladiste 4003 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=4, id=524]
Prekladiste 4006 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=2, id=530]
Prekladiste 4006 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=1, id=536]
Prekladiste 4007 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=2, id=540]
Prekladiste 4003 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=1, id=543]
Prekladiste 4008 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=4, id=552]
Prekladiste 4002 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=2, id=576]
Prekladiste 4003 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=3, id=587]
Prekladiste 4008 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=3, id=599]
Prekladiste 4008 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=3, id=605]
Prekladiste 4006 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=2, id=638]
Prekladiste 4002 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=1, id=646]
Prekladiste 4004 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=2, id=649]
Prekladiste 4006 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=2, id=661]
Prekladiste 4003 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=1, id=665]
Prekladiste 4008 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=1, id=666]
Prekladiste 4001 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=4, id=673]
Prekladiste 4001 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=1, id=681]
Prekladiste 4005 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=6, id=682]
Prekladiste 4005 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=5, id=700]
Prekladiste 4006 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=2, id=704]
Prekladiste 4002 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=3, id=706]
Prekladiste 4002 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=3, id=708]
Prekladiste 4005 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=4, id=711]
Prekladiste 4003 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=1, id=714]
Prekladiste 4002 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=3, id=723]
Prekladiste 4002 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=1, id=729]
Prekladiste 4002 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=2, id=734]
Prekladiste 4005 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=1, id=737]
Prekladiste 4007 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=2, id=740]
Prekladiste 4003 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=3, id=743]
Prekladiste 4007 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=5, id=747]
Prekladiste 4004 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=2, id=750]
Prekladiste 4001 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=2, id=758]
Prekladiste 4006 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=6, id=760]
Prekladiste 4001 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=1, id=772]
Prekladiste 4007 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=5, id=780]
Prekladiste 4001 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=6, id=786]
Prekladiste 4004 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=3, id=793]
Prekladiste 4001 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=2, id=796]
Prekladiste 4002 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=3, id=802]
Prekladiste 4006 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=1, id=812]
Prekladiste 4002 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=1, id=813]
Prekladiste 4004 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=1, id=821]
Prekladiste 4004 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=5, id=825]
Prekladiste 4005 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=4, id=827]
Prekladiste 4008 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=3, id=838]
Prekladiste 4002 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=3, id=843]
Prekladiste 4001 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=2, id=852]
Prekladiste 4004 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=2, id=868]
Prekladiste 4007 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=4, id=869]
Prekladiste 4006 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=2, id=880]
Prekladiste 4003 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=5, id=916]
Prekladiste 4002 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=2, id=917]
Prekladiste 4002 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=2, id=920]
Prekladiste 4003 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=2, id=923]
Prekladiste 4006 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=2, id=927]
Prekladiste 4008 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=5, id=936]
Prekladiste 4004 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=5, id=938]
Prekladiste 4008 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=1, id=950]
Prekladiste 4006 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=1, id=952]
Prekladiste 4006 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=5, id=954]
Prekladiste 4005 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=4, id=955]
Prekladiste 4004 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=1, id=964]
Prekladiste 4006 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=3, id=971]
Prekladiste 4008 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=2, id=980]
Prekladiste 4006 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=1, id=982]
Prekladiste 4008 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=4, id=985]
Prekladiste 4005 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=2, id=994]
Prekladiste 4007 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=1, id=997]
Prekladiste 4008 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=2, id=998]
Prekladiste 4004 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=1, id=1002]
Prekladiste 4005 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=6, id=1008]
Prekladiste 4007 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=2, id=1010]
Prekladiste 4004 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=5, id=1014]
Prekladiste 4002 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=3, id=1017]
Prekladiste 4006 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=4, id=1018]
Prekladiste 4004 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=2, id=1019]
Prekladiste 4004 prijalo objednavku Objednavka: [den=0, cas=den 0 0:0, objem=3, id=1033]
